               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-08-05 11:54:00	20.53	8.974
           2020-08-05 12:04:00	20.51	8.987
           2020-08-05 12:14:00	20.493	9.073
           2020-08-05 12:24:00	20.585	9.027
           2020-08-05 12:34:00	20.677	9.091
           2020-08-05 12:44:00	20.778	9.094
           2020-08-05 12:54:00	20.895	9.095
           2020-08-05 13:04:00	20.962	9.118
           2020-08-05 13:14:00	21.079	9.133
           2020-08-05 13:24:00	21.171	9.129
           2020-08-05 13:34:00	21.271	9.156
           2020-08-05 13:44:00	21.372	9.162
           2020-08-05 13:54:00	21.464	9.199
           2020-08-05 14:04:00	21.639	9.177
           2020-08-05 14:14:00	21.756	9.184
           2020-08-05 14:24:00	21.89	9.171
           2020-08-05 14:34:00	22.066	9.14
           2020-08-05 14:44:00	22.224	9.101
           2020-08-05 14:54:00	22.35	9.104
           2020-08-05 15:04:00	22.467	9.066
           2020-08-05 15:14:00	22.567	9.023
           2020-08-05 15:24:00	22.693	8.99
           2020-08-05 15:34:00	22.777	8.966
           2020-08-05 15:44:00	22.894	8.934
           2020-08-05 15:54:00	22.961	8.89
           2020-08-05 16:04:00	22.969	8.854
           2020-08-05 16:14:00	23.003	8.83
           2020-08-05 16:24:00	22.994	8.809
           2020-08-05 16:34:00	23.003	8.784
           2020-08-05 16:44:00	23.028	8.738
           2020-08-05 16:54:00	22.969	8.668
           2020-08-05 17:04:00	22.877	8.63
           2020-08-05 17:14:00	22.601	8.575
           2020-08-05 17:24:00	22.559	8.54
           2020-08-05 17:34:00	22.475	8.501
           2020-08-05 17:44:00	22.392	8.437
           2020-08-05 17:54:00	22.308	8.407
           2020-08-05 18:04:00	22.233	8.377
           2020-08-05 18:14:00	22.149	8.326
           2020-08-05 18:24:00	22.057	8.294
           2020-08-05 18:34:00	21.999	8.272
           2020-08-05 18:44:00	21.923	8.238
           2020-08-05 18:54:00	21.89	8.196
           2020-08-05 19:04:00	21.79	8.177
           2020-08-05 19:14:00	21.739	8.156
           2020-08-05 19:24:00	21.689	8.114
           2020-08-05 19:34:00	21.606	8.096
           2020-08-05 19:44:00	21.564	8.062
           2020-08-05 19:54:00	21.505	8.032
           2020-08-05 20:04:00	21.455	7.995
           2020-08-05 20:14:00	21.397	7.96
           2020-08-05 20:24:00	21.338	7.931
           2020-08-05 20:34:00	21.28	7.907
           2020-08-05 20:44:00	21.221	7.889
           2020-08-05 20:54:00	21.171	7.866
           2020-08-05 21:04:00	21.112	7.842
           2020-08-05 21:14:00	21.062	7.83
           2020-08-05 21:24:00	21.029	7.818
           2020-08-05 21:34:00	20.945	7.808
           2020-08-05 21:44:00	20.92	7.803
           2020-08-05 21:54:00	20.886	7.768
           2020-08-05 22:04:00	20.836	7.776
           2020-08-05 22:14:00	20.778	7.784
           2020-08-05 22:24:00	20.778	7.741
           2020-08-05 22:34:00	20.736	7.718
           2020-08-05 22:44:00	20.686	7.723
           2020-08-05 22:54:00	20.652	7.722
           2020-08-05 23:04:00	20.602	7.727
           2020-08-05 23:14:00	20.585	7.705
           2020-08-05 23:24:00	20.543	7.728
           2020-08-05 23:34:00	20.527	7.708
           2020-08-05 23:44:00	20.493	7.684
           2020-08-05 23:54:00	20.468	7.688
           2020-08-06 00:04:00	20.435	7.691
           2020-08-06 00:14:00	20.401	7.682
           2020-08-06 00:24:00	20.376	7.698
           2020-08-06 00:34:00	20.351	7.701
           2020-08-06 00:44:00	20.326	7.684
           2020-08-06 00:54:00	20.292	7.684
           2020-08-06 01:04:00	20.251	7.7
           2020-08-06 01:14:00	20.217	7.694
           2020-08-06 01:24:00	20.2	7.684
           2020-08-06 01:34:00	20.184	7.699
           2020-08-06 01:44:00	20.125	7.699
           2020-08-06 01:54:00	20.108	7.69
           2020-08-06 02:04:00	20.091	7.698
           2020-08-06 02:14:00	20.058	7.708
           2020-08-06 02:24:00	20.016	7.698
           2020-08-06 02:34:00	19.991	7.723
           2020-08-06 02:44:00	19.974	7.709
           2020-08-06 02:54:00	19.916	7.712
           2020-08-06 03:04:00	19.916	7.707
           2020-08-06 03:14:00	19.899	7.707
           2020-08-06 03:24:00	19.849	7.718
           2020-08-06 03:34:00	19.832	7.718
           2020-08-06 03:44:00	19.79	7.732
           2020-08-06 03:54:00	19.765	7.732
           2020-08-06 04:04:00	19.723	7.741
           2020-08-06 04:14:00	19.723	7.734
           2020-08-06 04:24:00	19.681	7.741
           2020-08-06 04:34:00	19.639	7.75
           2020-08-06 04:44:00	19.622	7.748
           2020-08-06 04:54:00	19.58	7.76
           2020-08-06 05:04:00	19.564	7.767
           2020-08-06 05:14:00	19.522	7.781
           2020-08-06 05:24:00	19.513	7.784
           2020-08-06 05:34:00	19.488	7.78
           2020-08-06 05:44:00	19.446	7.792
           2020-08-06 05:54:00	19.429	7.809
           2020-08-06 06:04:00	19.413	7.832
           2020-08-06 06:14:00	19.396	7.827
           2020-08-06 06:24:00	19.346	7.88
           2020-08-06 06:34:00	19.346	7.914
           2020-08-06 06:44:00	19.32	7.958
           2020-08-06 06:54:00	19.312	8.001
           2020-08-06 07:04:00	19.295	8.037
           2020-08-06 07:14:00	19.278	8.068
           2020-08-06 07:24:00	19.278	8.103
           2020-08-06 07:34:00	19.287	8.145
           2020-08-06 07:44:00	19.262	8.175
           2020-08-06 07:54:00	19.262	8.207
           2020-08-06 08:04:00	19.27	8.232
           2020-08-06 08:14:00	19.262	8.266
           2020-08-06 08:24:00	19.27	8.309
           2020-08-06 08:34:00	19.278	8.353
           2020-08-06 08:44:00	19.278	8.376
           2020-08-06 08:54:00	19.278	8.383
           2020-08-06 09:04:00	19.312	8.394
           2020-08-06 09:14:00	19.329	8.425
           2020-08-06 09:24:00	19.354	8.485
           2020-08-06 09:34:00	19.421	8.492
           2020-08-06 09:44:00	19.446	8.535
           2020-08-06 09:54:00	19.505	8.627
           2020-08-06 10:04:00	19.572	8.632
           2020-08-06 10:14:00	19.681	8.699
           2020-08-06 10:24:00	19.773	8.747
           2020-08-06 10:34:00	19.865	8.752
           2020-08-06 10:44:00	19.974	8.799
           2020-08-06 10:54:00	20.083	8.822
           2020-08-06 11:04:00	20.2	8.849
           2020-08-06 11:14:00	20.334	8.865
           2020-08-06 11:24:00	20.443	8.893
           2020-08-06 11:34:00	20.594	8.957
           2020-08-06 11:44:00	20.702	8.928
           2020-08-06 11:54:00	20.813	8.978
           2020-08-06 12:04:00	20.957	8.995
