               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-17 11:22:00	20.217	7.637
           2020-07-17 11:32:00	20.259	7.658
           2020-07-17 11:42:00	20.393	7.717
           2020-07-17 11:52:00	20.602	7.748
           2020-07-17 12:02:00	20.853	7.765
           2020-07-17 12:12:00	21.137	7.78
           2020-07-17 12:22:00	21.472	7.754
           2020-07-17 12:32:00	21.698	7.777
           2020-07-17 12:42:00	21.982	7.765
           2020-07-17 12:52:00	22.166	7.789
           2020-07-17 13:02:00	22.375	7.778
           2020-07-17 13:12:00	22.593	7.76
           2020-07-17 13:22:00	22.743	7.757
           2020-07-17 13:32:00	22.777	7.751
           2020-07-17 13:42:00	22.735	7.755
           2020-07-17 13:52:00	22.76	7.759
           2020-07-17 14:02:00	22.81	7.743
           2020-07-17 14:12:00	22.835	7.715
           2020-07-17 14:22:00	22.835	7.692
           2020-07-17 14:32:00	22.743	7.662
           2020-07-17 14:42:00	22.659	7.61
           2020-07-17 14:52:00	22.484	7.587
           2020-07-17 15:02:00	22.275	7.538
           2020-07-17 15:12:00	21.999	7.492
           2020-07-17 15:22:00	21.723	7.433
           2020-07-17 15:32:00	21.472	7.385
           2020-07-17 15:42:00	21.229	7.338
           2020-07-17 15:52:00	21.004	7.278
           2020-07-17 16:02:00	20.895	7.187
           2020-07-17 16:12:00	20.619	7.128
           2020-07-17 16:22:00	20.376	7.126
           2020-07-17 16:32:00	20.167	7.12
           2020-07-17 16:42:00	20.016	7.087
           2020-07-17 16:52:00	19.874	7.073
           2020-07-17 17:02:00	19.807	7.05
           2020-07-17 17:12:00	19.723	7.01
           2020-07-17 17:22:00	19.614	6.987
           2020-07-17 17:32:00	19.513	7.005
           2020-07-17 17:42:00	19.471	7.017
           2020-07-17 17:52:00	19.379	7.023
           2020-07-17 18:02:00	19.287	7.034
           2020-07-17 18:12:00	19.203	7.021
           2020-07-17 18:22:00	19.161	7.016
           2020-07-17 18:32:00	19.094	7.016
           2020-07-17 18:42:00	19.06	7.003
           2020-07-17 18:52:00	18.993	7.003
           2020-07-17 19:02:00	18.96	6.998
           2020-07-17 19:12:00	18.884	7.006
           2020-07-17 19:22:00	18.867	7.001
           2020-07-17 19:32:00	18.817	6.994
           2020-07-17 19:42:00	18.775	6.985
           2020-07-17 19:52:00	18.758	6.874
           2020-07-17 20:02:00	18.724	6.9
           2020-07-17 20:12:00	18.691	6.943
           2020-07-17 20:22:00	18.682	6.935
           2020-07-17 20:32:00	18.64	6.936
           2020-07-17 20:42:00	18.615	6.947
           2020-07-17 20:52:00	18.573	6.945
           2020-07-17 21:02:00	18.556	6.942
           2020-07-17 21:12:00	18.514	6.94
           2020-07-17 21:22:00	18.48	6.953
           2020-07-17 21:32:00	18.455	6.946
           2020-07-17 21:42:00	18.421	6.962
           2020-07-17 21:52:00	18.405	6.967
           2020-07-17 22:02:00	18.379	6.977
           2020-07-17 22:12:00	18.354	6.981
           2020-07-17 22:22:00	18.337	6.986
           2020-07-17 22:32:00	18.312	6.983
           2020-07-17 22:42:00	18.304	6.983
           2020-07-17 22:52:00	18.287	6.986
           2020-07-17 23:02:00	18.245	6.992
           2020-07-17 23:12:00	18.228	7.008
           2020-07-17 23:22:00	18.194	7.007
           2020-07-17 23:32:00	18.169	7
           2020-07-17 23:42:00	18.144	6.991
           2020-07-17 23:52:00	18.135	7.003
           2020-07-18 00:02:00	18.093	7.004
           2020-07-18 00:12:00	18.059	7.023
           2020-07-18 00:22:00	18.059	7.013
           2020-07-18 00:32:00	18.026	7.023
           2020-07-18 00:42:00	18.017	7.022
           2020-07-18 00:52:00	17.983	7.046
           2020-07-18 01:02:00	17.95	7.047
           2020-07-18 01:12:00	17.95	7.042
           2020-07-18 01:22:00	17.924	7.045
           2020-07-18 01:32:00	17.874	7.048
           2020-07-18 01:42:00	17.849	7.053
           2020-07-18 01:52:00	17.857	7.044
           2020-07-18 02:02:00	17.815	7.067
           2020-07-18 02:12:00	17.781	7.055
           2020-07-18 02:22:00	17.773	7.06
           2020-07-18 02:32:00	17.773	7.055
           2020-07-18 02:42:00	17.739	7.07
           2020-07-18 02:52:00	17.713	7.083
           2020-07-18 03:02:00	17.705	7.078
           2020-07-18 03:12:00	17.697	7.073
           2020-07-18 03:22:00	17.646	7.086
           2020-07-18 03:32:00	17.621	7.099
           2020-07-18 03:42:00	17.621	7.098
           2020-07-18 03:52:00	17.604	7.094
           2020-07-18 04:02:00	17.578	7.105
           2020-07-18 04:12:00	17.578	7.108
           2020-07-18 04:22:00	17.561	7.111
           2020-07-18 04:32:00	17.545	7.103
           2020-07-18 04:42:00	17.494	7.125
           2020-07-18 04:52:00	17.502	7.119
           2020-07-18 05:02:00	17.494	7.124
           2020-07-18 05:12:00	17.485	7.121
           2020-07-18 05:22:00	17.443	7.14
           2020-07-18 05:32:00	17.452	7.15
           2020-07-18 05:42:00	17.452	7.167
           2020-07-18 05:52:00	17.435	7.183
           2020-07-18 06:02:00	17.452	7.211
           2020-07-18 06:12:00	17.468	7.216
           2020-07-18 06:22:00	17.502	7.219
           2020-07-18 06:32:00	17.553	7.249
           2020-07-18 06:42:00	17.612	7.25
           2020-07-18 06:52:00	17.637	7.262
           2020-07-18 07:02:00	17.688	7.267
           2020-07-18 07:12:00	17.764	7.263
           2020-07-18 07:22:00	17.84	7.249
           2020-07-18 07:32:00	17.908	7.27
           2020-07-18 07:42:00	17.975	7.257
           2020-07-18 07:52:00	18.051	7.261
           2020-07-18 08:02:00	18.093	7.278
           2020-07-18 08:12:00	18.152	7.283
           2020-07-18 08:22:00	18.194	7.28
           2020-07-18 08:32:00	18.228	7.29
           2020-07-18 08:42:00	18.287	7.29
           2020-07-18 08:52:00	18.346	7.305
           2020-07-18 09:02:00	18.388	7.291
           2020-07-18 09:12:00	18.421	7.297
           2020-07-18 09:22:00	18.48	7.309
           2020-07-18 09:32:00	18.531	7.312
           2020-07-18 09:42:00	18.581	7.321
           2020-07-18 09:52:00	18.632	7.34
           2020-07-18 10:02:00	18.749	7.332
           2020-07-18 10:12:00	18.825	7.332
           2020-07-18 10:22:00	18.884	7.359
           2020-07-18 10:32:00	18.985	7.371
           2020-07-18 10:42:00	19.085	7.384
           2020-07-18 10:52:00	19.228	7.408
           2020-07-18 11:02:00	19.388	7.434
           2020-07-18 11:12:00	19.589	7.467
