               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-27 12:16:00	16.034	9.111
           2020-07-27 12:26:00	16.017	9.101
           2020-07-27 12:36:00	16.008	9.08
           2020-07-27 12:46:00	16.042	9.068
           2020-07-27 12:56:00	16.102	9.047
           2020-07-27 13:06:00	16.136	9.047
           2020-07-27 13:16:00	16.196	9.025
           2020-07-27 13:26:00	16.298	9.025
           2020-07-27 13:36:00	16.434	8.997
           2020-07-27 13:46:00	16.536	8.998
           2020-07-27 13:56:00	16.604	8.979
           2020-07-27 14:06:00	16.647	8.983
           2020-07-27 14:16:00	16.723	8.974
           2020-07-27 14:26:00	16.774	8.968
           2020-07-27 14:36:00	16.774	8.956
           2020-07-27 14:46:00	16.757	8.936
           2020-07-27 14:56:00	16.765	8.915
           2020-07-27 15:06:00	16.757	8.91
           2020-07-27 15:16:00	16.774	8.916
           2020-07-27 15:26:00	16.969	8.858
           2020-07-27 15:36:00	16.799	8.893
           2020-07-27 15:46:00	16.782	8.875
           2020-07-27 15:56:00	16.74	8.893
           2020-07-27 16:06:00	16.689	8.892
           2020-07-27 16:16:00	16.681	8.894
           2020-07-27 16:26:00	16.681	8.881
           2020-07-27 16:36:00	16.63	8.886
           2020-07-27 16:46:00	16.621	8.882
           2020-07-27 16:56:00	16.57	8.868
           2020-07-27 17:06:00	16.57	8.87
           2020-07-27 17:16:00	16.553	8.865
           2020-07-27 17:26:00	16.528	8.856
           2020-07-27 17:36:00	16.553	8.848
           2020-07-27 17:46:00	16.494	8.844
           2020-07-27 17:56:00	16.46	8.854
           2020-07-27 18:06:00	16.434	8.851
           2020-07-27 18:16:00	16.434	8.858
           2020-07-27 18:26:00	16.4	8.864
           2020-07-27 18:36:00	16.391	8.857
           2020-07-27 18:46:00	16.366	8.845
           2020-07-27 18:56:00	16.332	8.858
           2020-07-27 19:06:00	16.298	8.855
           2020-07-27 19:16:00	16.272	8.837
           2020-07-27 19:26:00	16.255	8.842
           2020-07-27 19:36:00	16.213	8.841
           2020-07-27 19:46:00	16.179	8.844
           2020-07-27 19:56:00	16.144	8.851
           2020-07-27 20:06:00	16.119	8.851
           2020-07-27 20:16:00	16.102	8.835
           2020-07-27 20:26:00	16.051	8.843
           2020-07-27 20:36:00	16.034	8.852
           2020-07-27 20:46:00	15.999	8.853
           2020-07-27 20:56:00	15.965	8.865
           2020-07-27 21:06:00	15.931	8.88
           2020-07-27 21:16:00	15.888	8.892
           2020-07-27 21:26:00	15.888	8.877
           2020-07-27 21:36:00	15.854	8.888
           2020-07-27 21:46:00	15.846	8.881
           2020-07-27 21:56:00	15.794	8.894
           2020-07-27 22:06:00	15.769	8.893
           2020-07-27 22:16:00	15.769	8.902
           2020-07-27 22:26:00	15.752	8.902
           2020-07-27 22:36:00	15.735	8.914
           2020-07-27 22:46:00	15.709	8.909
           2020-07-27 22:56:00	15.709	8.911
           2020-07-27 23:06:00	15.709	8.9
           2020-07-27 23:16:00	15.666	8.918
           2020-07-27 23:26:00	15.649	8.92
           2020-07-27 23:36:00	15.632	8.928
           2020-07-27 23:46:00	15.632	8.919
           2020-07-27 23:56:00	15.623	8.927
           2020-07-28 00:06:00	15.606	8.93
           2020-07-28 00:16:00	15.632	8.914
           2020-07-28 00:26:00	15.598	8.936
           2020-07-28 00:36:00	15.598	8.935
           2020-07-28 00:46:00	15.581	8.933
           2020-07-28 00:56:00	15.589	8.92
           2020-07-28 01:06:00	15.546	8.942
           2020-07-28 01:16:00	15.538	8.936
           2020-07-28 01:26:00	15.504	8.94
           2020-07-28 01:36:00	15.504	8.949
           2020-07-28 01:46:00	15.504	8.944
           2020-07-28 01:56:00	15.486	8.946
           2020-07-28 02:06:00	15.469	8.952
           2020-07-28 02:16:00	15.461	8.958
           2020-07-28 02:26:00	15.452	8.957
           2020-07-28 02:36:00	15.444	8.952
           2020-07-28 02:46:00	15.426	8.957
           2020-07-28 02:56:00	15.401	8.97
           2020-07-28 03:06:00	15.401	8.966
           2020-07-28 03:16:00	15.401	8.97
           2020-07-28 03:26:00	15.392	8.966
           2020-07-28 03:36:00	15.392	8.966
           2020-07-28 03:46:00	15.375	8.976
           2020-07-28 03:56:00	15.349	8.979
           2020-07-28 04:06:00	15.358	8.98
           2020-07-28 04:16:00	15.358	8.979
           2020-07-28 04:26:00	15.349	8.976
           2020-07-28 04:36:00	15.341	8.973
           2020-07-28 04:46:00	15.332	8.986
           2020-07-28 04:56:00	15.332	8.986
           2020-07-28 05:06:00	15.341	8.978
           2020-07-28 05:16:00	15.315	8.984
           2020-07-28 05:26:00	15.332	8.988
           2020-07-28 05:36:00	15.306	8.986
           2020-07-28 05:46:00	15.289	8.991
           2020-07-28 05:56:00	15.263	9.003
           2020-07-28 06:06:00	15.281	9.007
           2020-07-28 06:16:00	15.263	9.01
           2020-07-28 06:26:00	15.238	9.023
           2020-07-28 06:36:00	15.238	9.025
           2020-07-28 06:46:00	15.229	9.029
           2020-07-28 06:56:00	15.22	9.027
           2020-07-28 07:06:00	15.203	9.043
           2020-07-28 07:16:00	15.22	9.033
           2020-07-28 07:26:00	15.195	9.046
           2020-07-28 07:36:00	15.203	9.048
           2020-07-28 07:46:00	15.186	9.057
           2020-07-28 07:56:00	15.186	9.06
           2020-07-28 08:06:00	15.203	9.062
           2020-07-28 08:16:00	15.203	9.06
           2020-07-28 08:26:00	15.203	9.062
           2020-07-28 08:36:00	15.212	9.07
           2020-07-28 08:46:00	15.229	9.073
           2020-07-28 08:56:00	15.229	9.081
           2020-07-28 09:06:00	15.238	9.093
           2020-07-28 09:16:00	15.246	9.096
           2020-07-28 09:26:00	15.272	9.1
           2020-07-28 09:36:00	15.323	9.104
           2020-07-28 09:46:00	15.341	9.133
           2020-07-28 09:56:00	15.409	9.137
           2020-07-28 10:06:00	15.495	9.151
           2020-07-28 10:16:00	15.606	9.164
           2020-07-28 10:26:00	15.683	9.163
           2020-07-28 10:36:00	15.777	9.134
           2020-07-28 10:46:00	15.777	9.133
           2020-07-28 10:56:00	15.82	9.127
           2020-07-28 11:06:00	15.82	9.125
           2020-07-28 11:16:00	15.854	9.114
           2020-07-28 11:26:00	15.897	9.122
           2020-07-28 11:36:00	15.94	9.104
           2020-07-28 11:46:00	15.957	9.099
           2020-07-28 11:56:00	16.008	9.103
           2020-07-28 12:06:00	16.076	9.089
           2020-07-28 12:16:00	16.127	9.07
