               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-13 12:22:00	19.975	8.539
           2020-07-13 12:32:00	19.984	8.563
           2020-07-13 12:42:00	20.009	8.599
           2020-07-13 12:52:00	20.076	8.615
           2020-07-13 13:02:00	20.126	8.624
           2020-07-13 13:12:00	20.193	8.608
           2020-07-13 13:22:00	20.26	8.617
           2020-07-13 13:32:00	20.327	8.622
           2020-07-13 13:42:00	20.394	8.611
           2020-07-13 13:52:00	20.436	8.615
           2020-07-13 14:02:00	20.503	8.605
           2020-07-13 14:12:00	20.553	8.58
           2020-07-13 14:22:00	20.587	8.567
           2020-07-13 14:32:00	20.629	8.546
           2020-07-13 14:42:00	20.654	8.516
           2020-07-13 14:52:00	20.645	8.494
           2020-07-13 15:02:00	20.671	8.458
           2020-07-13 15:12:00	20.696	8.429
           2020-07-13 15:22:00	20.721	8.391
           2020-07-13 15:32:00	20.712	8.369
           2020-07-13 15:42:00	20.754	8.331
           2020-07-13 15:52:00	20.737	8.31
           2020-07-13 16:02:00	20.771	8.279
           2020-07-13 16:12:00	20.796	8.24
           2020-07-13 16:22:00	20.788	8.209
           2020-07-13 16:32:00	20.813	8.181
           2020-07-13 16:42:00	20.83	8.135
           2020-07-13 16:52:00	20.83	8.11
           2020-07-13 17:02:00	20.863	8.064
           2020-07-13 17:12:00	20.863	8.024
           2020-07-13 17:22:00	20.863	7.982
           2020-07-13 17:32:00	20.888	7.927
           2020-07-13 17:42:00	20.888	7.881
           2020-07-13 17:52:00	20.888	7.84
           2020-07-13 18:02:00	20.88	7.797
           2020-07-13 18:12:00	20.897	7.75
           2020-07-13 18:22:00	20.888	7.709
           2020-07-13 18:32:00	20.888	7.668
           2020-07-13 18:42:00	20.888	7.628
           2020-07-13 18:52:00	20.905	7.581
           2020-07-13 19:02:00	20.905	7.548
           2020-07-13 19:12:00	20.913	7.495
           2020-07-13 19:22:00	20.905	7.478
           2020-07-13 19:32:00	20.913	7.422
           2020-07-13 19:42:00	20.913	7.382
           2020-07-13 19:52:00	20.905	7.356
           2020-07-13 20:02:00	20.897	7.301
           2020-07-13 20:12:00	20.863	7.262
           2020-07-13 20:22:00	20.846	7.206
           2020-07-13 20:32:00	20.846	7.156
           2020-07-13 20:42:00	20.821	7.096
           2020-07-13 20:52:00	20.821	7.039
           2020-07-13 21:02:00	20.796	6.98
           2020-07-13 21:12:00	20.788	6.931
           2020-07-13 21:22:00	20.763	6.885
           2020-07-13 21:32:00	20.763	6.817
           2020-07-13 21:42:00	20.729	6.796
