               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-17 15:47:00	20.374	8.322
           2020-07-17 15:57:00	20.451	8.303
           2020-07-17 16:07:00	20.528	8.322
           2020-07-17 16:17:00	20.451	8.345
           2020-07-17 16:27:00	20.367	8.364
           2020-07-17 16:37:00	20.283	8.368
           2020-07-17 16:47:00	20.233	8.372
           2020-07-17 16:57:00	20.166	8.37
           2020-07-17 17:07:00	20.09	8.372
           2020-07-17 17:17:00	20.048	8.372
           2020-07-17 17:27:00	19.964	8.382
           2020-07-17 17:37:00	19.897	8.389
           2020-07-17 17:47:00	19.83	8.389
           2020-07-17 17:57:00	19.746	8.415
           2020-07-17 18:07:00	19.653	8.426
           2020-07-17 18:17:00	19.578	8.426
           2020-07-17 18:27:00	19.511	8.43
           2020-07-17 18:37:00	19.385	8.456
           2020-07-17 18:47:00	19.292	8.463
           2020-07-17 18:57:00	19.216	8.472
           2020-07-17 19:07:00	19.132	8.494
           2020-07-17 19:17:00	19.031	8.511
           2020-07-17 19:27:00	18.972	8.515
           2020-07-17 19:37:00	18.93	8.508
           2020-07-17 19:47:00	18.846	8.523
           2020-07-17 19:57:00	18.804	8.522
           2020-07-17 20:07:00	18.762	8.529
           2020-07-17 20:17:00	18.686	8.539
           2020-07-17 20:27:00	18.636	8.548
           2020-07-17 20:37:00	18.602	8.543
           2020-07-17 20:47:00	18.526	8.551
           2020-07-17 20:57:00	18.492	8.539
           2020-07-17 21:07:00	18.459	8.561
           2020-07-17 21:17:00	18.4	8.582
           2020-07-17 21:27:00	18.366	8.586
           2020-07-17 21:37:00	18.298	8.613
           2020-07-17 21:47:00	18.298	8.605
           2020-07-17 21:57:00	18.214	8.61
           2020-07-17 22:07:00	18.189	8.628
           2020-07-17 22:17:00	18.163	8.629
           2020-07-17 22:27:00	18.121	8.635
           2020-07-17 22:37:00	18.079	8.65
           2020-07-17 22:47:00	18.054	8.668
           2020-07-17 22:57:00	18.011	8.673
           2020-07-17 23:07:00	17.961	8.683
           2020-07-17 23:17:00	17.901	8.686
           2020-07-17 23:27:00	17.885	8.694
           2020-07-17 23:37:00	17.859	8.688
           2020-07-17 23:47:00	17.792	8.708
           2020-07-17 23:57:00	17.758	8.705
           2020-07-18 00:07:00	17.715	8.715
           2020-07-18 00:17:00	17.682	8.734
           2020-07-18 00:27:00	17.639	8.737
           2020-07-18 00:37:00	17.572	8.749
           2020-07-18 00:47:00	17.555	8.749
           2020-07-18 00:57:00	17.512	8.759
           2020-07-18 01:07:00	17.478	8.767
           2020-07-18 01:17:00	17.462	8.776
           2020-07-18 01:27:00	17.453	8.783
           2020-07-18 01:37:00	17.453	8.78
           2020-07-18 01:47:00	17.419	8.789
           2020-07-18 01:57:00	17.385	8.795
           2020-07-18 02:07:00	17.351	8.809
           2020-07-18 02:17:00	17.36	8.801
           2020-07-18 02:27:00	17.326	8.82
           2020-07-18 02:37:00	17.309	8.817
           2020-07-18 02:47:00	17.267	8.825
           2020-07-18 02:57:00	17.241	8.821
           2020-07-18 03:07:00	17.216	8.832
           2020-07-18 03:17:00	17.182	8.842
           2020-07-18 03:27:00	17.173	8.848
           2020-07-18 03:37:00	17.148	8.85
           2020-07-18 03:47:00	17.131	8.848
           2020-07-18 03:57:00	17.097	8.863
           2020-07-18 04:07:00	17.088	8.854
           2020-07-18 04:17:00	17.072	8.864
           2020-07-18 04:27:00	17.038	8.872
           2020-07-18 04:37:00	17.012	8.881
           2020-07-18 04:47:00	17.021	8.88
           2020-07-18 04:57:00	16.995	8.894
           2020-07-18 05:07:00	16.97	8.896
           2020-07-18 05:17:00	16.97	8.898
           2020-07-18 05:27:00	16.97	8.897
           2020-07-18 05:37:00	16.936	8.907
           2020-07-18 05:47:00	16.927	8.925
           2020-07-18 05:57:00	16.902	8.932
           2020-07-18 06:07:00	16.893	8.938
           2020-07-18 06:17:00	16.876	8.937
           2020-07-18 06:27:00	16.868	8.943
           2020-07-18 06:37:00	16.842	8.962
           2020-07-18 06:47:00	16.834	8.964
           2020-07-18 06:57:00	16.825	8.97
           2020-07-18 07:07:00	16.825	8.977
           2020-07-18 07:17:00	16.817	8.985
           2020-07-18 07:27:00	16.851	8.978
           2020-07-18 07:37:00	16.868	8.992
           2020-07-18 07:47:00	16.893	8.991
           2020-07-18 07:57:00	16.91	8.994
           2020-07-18 08:07:00	16.927	9.001
           2020-07-18 08:17:00	16.961	8.999
           2020-07-18 08:27:00	17.004	9
           2020-07-18 08:37:00	17.038	9.014
           2020-07-18 08:47:00	17.072	9.028
           2020-07-18 08:57:00	17.122	9.021
           2020-07-18 09:07:00	17.173	9.03
           2020-07-18 09:17:00	17.284	9.023
           2020-07-18 09:27:00	17.377	9.021
           2020-07-18 09:37:00	17.445	9.019
           2020-07-18 09:47:00	17.546	9.008
           2020-07-18 09:57:00	17.639	9.001
           2020-07-18 10:07:00	17.775	8.98
           2020-07-18 10:17:00	17.868	8.978
           2020-07-18 10:27:00	17.977	8.965
           2020-07-18 10:37:00	18.104	8.937
           2020-07-18 10:47:00	18.222	8.908
           2020-07-18 10:57:00	18.366	8.886
           2020-07-18 11:07:00	18.484	8.872
           2020-07-18 11:17:00	18.619	8.832
           2020-07-18 11:27:00	18.762	8.821
           2020-07-18 11:37:00	18.897	8.795
           2020-07-18 11:47:00	19.023	8.769
           2020-07-18 11:57:00	19.141	8.749
           2020-07-18 12:07:00	19.292	8.723
           2020-07-18 12:17:00	19.385	8.705
           2020-07-18 12:27:00	19.485	8.673
           2020-07-18 12:37:00	19.578	8.633
           2020-07-18 12:47:00	19.662	8.615
           2020-07-18 12:57:00	19.729	8.572
           2020-07-18 13:07:00	19.813	8.537
           2020-07-18 13:17:00	19.914	8.515
           2020-07-18 13:27:00	20.023	8.494
           2020-07-18 13:37:00	20.14	8.469
           2020-07-18 13:47:00	20.258	8.455
           2020-07-18 13:57:00	20.384	8.42
           2020-07-18 14:07:00	20.501	8.396
           2020-07-18 14:17:00	20.602	8.354
           2020-07-18 14:27:00	20.694	8.325
           2020-07-18 14:37:00	20.761	8.298
           2020-07-18 14:47:00	20.862	8.284
           2020-07-18 14:57:00	20.904	8.275
           2020-07-18 15:07:00	20.946	8.279
           2020-07-18 15:17:00	20.988	8.28
           2020-07-18 15:27:00	20.971	8.244
           2020-07-18 15:37:00	20.879	8.233
           2020-07-18 15:47:00	20.803	8.22
