               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-29 10:07:00	22.916	7.838
           2020-07-29 10:17:00	22.967	7.856
           2020-07-29 10:27:00	23.076	7.833
           2020-07-29 10:37:00	23.185	7.824
           2020-07-29 10:47:00	23.311	7.813
           2020-07-29 10:57:00	23.353	7.8
           2020-07-29 11:07:00	23.445	7.791
           2020-07-29 11:17:00	23.58	7.775
           2020-07-29 11:27:00	23.68	7.753
           2020-07-29 11:37:00	23.723	7.764
           2020-07-29 11:47:00	23.832	7.745
           2020-07-29 11:57:00	23.907	7.77
           2020-07-29 12:07:00	23.966	7.748
           2020-07-29 12:17:00	24	7.737
           2020-07-29 12:27:00	24.05	7.758
           2020-07-29 12:37:00	24.101	7.748
           2020-07-29 12:47:00	24.177	7.766
           2020-07-29 12:57:00	24.193	7.736
           2020-07-29 13:07:00	24.219	7.734
           2020-07-29 13:17:00	24.278	7.731
           2020-07-29 13:27:00	24.32	7.717
           2020-07-29 13:37:00	24.362	7.708
           2020-07-29 13:47:00	24.395	7.709
           2020-07-29 13:57:00	24.446	7.696
           2020-07-29 14:07:00	24.454	7.678
           2020-07-29 14:17:00	24.513	7.675
           2020-07-29 14:27:00	24.547	7.665
           2020-07-29 14:37:00	24.496	7.655
           2020-07-29 14:47:00	24.555	7.651
           2020-07-29 14:57:00	24.522	7.64
           2020-07-29 15:07:00	24.513	7.647
           2020-07-29 15:17:00	24.513	7.637
           2020-07-29 15:27:00	24.48	7.641
           2020-07-29 15:37:00	24.48	7.614
           2020-07-29 15:47:00	24.488	7.591
           2020-07-29 15:57:00	24.412	7.562
           2020-07-29 16:07:00	24.353	7.538
           2020-07-29 16:17:00	24.353	7.533
           2020-07-29 16:27:00	24.303	7.518
           2020-07-29 16:37:00	24.235	7.513
           2020-07-29 16:47:00	24.16	7.509
           2020-07-29 16:57:00	24.109	7.493
           2020-07-29 17:07:00	24.05	7.467
           2020-07-29 17:17:00	23.992	7.465
           2020-07-29 17:27:00	23.924	7.443
           2020-07-29 17:37:00	23.84	7.442
           2020-07-29 17:47:00	23.748	7.435
           2020-07-29 17:57:00	23.655	7.434
           2020-07-29 18:07:00	23.571	7.428
           2020-07-29 18:17:00	23.504	7.424
           2020-07-29 18:27:00	23.445	7.392
           2020-07-29 18:37:00	23.378	7.361
           2020-07-29 18:47:00	23.311	7.353
           2020-07-29 18:57:00	23.252	7.328
           2020-07-29 19:07:00	23.177	7.333
           2020-07-29 19:17:00	23.118	7.322
           2020-07-29 19:27:00	23.059	7.309
           2020-07-29 19:37:00	22.984	7.294
           2020-07-29 19:47:00	22.933	7.28
           2020-07-29 19:57:00	22.858	7.274
           2020-07-29 20:07:00	22.799	7.251
           2020-07-29 20:17:00	22.732	7.24
           2020-07-29 20:27:00	22.681	7.218
           2020-07-29 20:37:00	22.623	7.218
           2020-07-29 20:47:00	22.598	7.206
           2020-07-29 20:57:00	22.564	7.2
           2020-07-29 21:07:00	22.505	7.2
           2020-07-29 21:17:00	22.463	7.2
           2020-07-29 21:27:00	22.438	7.207
           2020-07-29 21:37:00	22.396	7.205
           2020-07-29 21:47:00	22.354	7.2
           2020-07-29 21:57:00	22.321	7.202
           2020-07-29 22:07:00	22.296	7.203
           2020-07-29 22:17:00	22.254	7.212
           2020-07-29 22:27:00	22.237	7.204
           2020-07-29 22:37:00	22.203	7.211
           2020-07-29 22:47:00	22.178	7.206
           2020-07-29 22:57:00	22.145	7.209
           2020-07-29 23:07:00	22.128	7.213
           2020-07-29 23:17:00	22.086	7.223
           2020-07-29 23:27:00	22.069	7.222
           2020-07-29 23:37:00	22.052	7.229
           2020-07-29 23:47:00	22.027	7.229
           2020-07-29 23:57:00	22.011	7.227
           2020-07-30 00:07:00	21.994	7.21
           2020-07-30 00:17:00	21.96	7.22
           2020-07-30 00:27:00	21.943	7.233
           2020-07-30 00:37:00	21.91	7.226
           2020-07-30 00:47:00	21.902	7.242
           2020-07-30 00:57:00	21.885	7.245
           2020-07-30 01:07:00	21.86	7.25
           2020-07-30 01:17:00	21.86	7.243
           2020-07-30 01:27:00	21.826	7.245
           2020-07-30 01:37:00	21.784	7.249
           2020-07-30 01:47:00	21.776	7.258
           2020-07-30 01:57:00	21.751	7.248
           2020-07-30 02:07:00	21.751	7.241
           2020-07-30 02:17:00	21.725	7.248
           2020-07-30 02:27:00	21.692	7.254
           2020-07-30 02:37:00	21.675	7.257
           2020-07-30 02:47:00	21.667	7.272
           2020-07-30 02:57:00	21.617	7.264
           2020-07-30 03:07:00	21.608	7.257
           2020-07-30 03:17:00	21.617	7.257
           2020-07-30 03:27:00	21.566	7.277
           2020-07-30 03:37:00	21.566	7.277
           2020-07-30 03:47:00	21.558	7.288
           2020-07-30 03:57:00	21.541	7.263
           2020-07-30 04:07:00	21.541	7.271
           2020-07-30 04:17:00	21.499	7.28
           2020-07-30 04:27:00	21.499	7.275
           2020-07-30 04:37:00	21.466	7.29
           2020-07-30 04:47:00	21.474	7.291
           2020-07-30 04:57:00	21.466	7.291
           2020-07-30 05:07:00	21.449	7.296
           2020-07-30 05:17:00	21.449	7.294
           2020-07-30 05:27:00	21.432	7.294
           2020-07-30 05:37:00	21.415	7.307
