               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-13 10:47:00	19.793	7.741
           2020-07-13 10:57:00	19.818	7.724
           2020-07-13 11:07:00	19.793	7.741
           2020-07-13 11:17:00	19.793	7.733
           2020-07-13 11:27:00	19.826	7.744
           2020-07-13 11:37:00	19.893	7.748
           2020-07-13 11:47:00	19.944	7.722
           2020-07-13 11:57:00	19.985	7.714
           2020-07-13 12:07:00	20.044	7.715
           2020-07-13 12:17:00	20.094	7.699
           2020-07-13 12:27:00	20.17	7.718
           2020-07-13 12:37:00	20.253	7.686
           2020-07-13 12:47:00	20.312	7.699
           2020-07-13 12:57:00	20.396	7.668
           2020-07-13 13:07:00	20.488	7.677
           2020-07-13 13:17:00	20.572	7.656
           2020-07-13 13:27:00	20.647	7.665
           2020-07-13 13:37:00	20.722	7.647
           2020-07-13 13:47:00	20.789	7.643
           2020-07-13 13:57:00	20.848	7.642
           2020-07-13 14:07:00	20.94	7.648
           2020-07-13 14:17:00	21.032	7.637
           2020-07-13 14:27:00	21.115	7.627
           2020-07-13 14:37:00	21.216	7.627
           2020-07-13 14:47:00	21.299	7.544
           2020-07-13 14:57:00	21.4	7.533
           2020-07-13 15:07:00	21.475	7.551
           2020-07-13 15:17:00	21.567	7.559
           2020-07-13 15:27:00	21.634	7.543
           2020-07-13 15:37:00	21.709	7.527
           2020-07-13 15:47:00	21.784	7.516
           2020-07-13 15:57:00	21.818	7.505
           2020-07-13 16:07:00	21.885	7.488
           2020-07-13 16:17:00	21.952	7.481
           2020-07-13 16:27:00	21.994	7.444
           2020-07-13 16:37:00	22.01	7.439
           2020-07-13 16:47:00	22.044	7.418
           2020-07-13 16:57:00	22.06	7.397
           2020-07-13 17:07:00	22.094	7.371
           2020-07-13 17:17:00	22.086	7.356
           2020-07-13 17:27:00	22.136	7.33
           2020-07-13 17:37:00	22.136	7.303
           2020-07-13 17:47:00	22.144	7.276
           2020-07-13 17:57:00	22.144	7.232
