               UTC_Date_&_Time	   Temperature	  Dissolved Oxygen
           2020-07-31 15:56:00	26.493	7.45
           2020-07-31 16:06:00	26.307	7.417
           2020-07-31 16:16:00	26.273	7.366
           2020-07-31 16:26:00	26.273	7.271
           2020-07-31 16:36:00	26.299	7.2
           2020-07-31 16:46:00	26.29	7.117
           2020-07-31 16:56:00	26.315	7.01
           2020-07-31 17:06:00	26.332	6.91
           2020-07-31 17:16:00	26.307	6.803
           2020-07-31 17:26:00	26.265	6.702
           2020-07-31 17:36:00	26.197	6.613
           2020-07-31 17:46:00	26.113	6.524
           2020-07-31 17:56:00	26.045	6.432
           2020-07-31 18:06:00	25.96	6.366
           2020-07-31 18:16:00	25.91	6.279
           2020-07-31 18:26:00	25.808	6.21
           2020-07-31 18:36:00	25.699	6.134
           2020-07-31 18:46:00	25.589	6.064
           2020-07-31 18:56:00	25.496	5.985
           2020-07-31 19:06:00	25.395	5.902
           2020-07-31 19:16:00	25.294	5.807
           2020-07-31 19:26:00	25.151	5.744
           2020-07-31 19:36:00	25.067	5.653
           2020-07-31 19:46:00	24.941	5.576
           2020-07-31 19:56:00	24.831	5.518
           2020-07-31 20:06:00	24.739	5.454
           2020-07-31 20:16:00	24.621	5.422
           2020-07-31 20:26:00	24.512	5.395
           2020-07-31 20:36:00	24.428	5.377
           2020-07-31 20:46:00	24.319	5.367
           2020-07-31 20:56:00	24.218	5.36
           2020-07-31 21:06:00	24.1	5.366
           2020-07-31 21:16:00	23.991	5.359
           2020-07-31 21:26:00	23.866	5.362
           2020-07-31 21:36:00	23.765	5.353
           2020-07-31 21:46:00	23.664	5.338
           2020-07-31 21:56:00	23.547	5.336
           2020-07-31 22:06:00	23.446	5.322
           2020-07-31 22:16:00	23.363	5.308
           2020-07-31 22:26:00	23.262	5.308
           2020-07-31 22:36:00	23.178	5.29
           2020-07-31 22:46:00	23.07	5.268
           2020-07-31 22:56:00	23.003	5.23
           2020-07-31 23:06:00	22.911	5.205
           2020-07-31 23:16:00	22.844	5.18
           2020-07-31 23:26:00	22.76	5.167
           2020-07-31 23:36:00	22.676	5.156
           2020-07-31 23:46:00	22.593	5.139
           2020-07-31 23:56:00	22.526	5.122
           2020-08-01 00:06:00	22.442	5.094
           2020-08-01 00:16:00	22.383	5.061
           2020-08-01 00:26:00	22.291	5.035
           2020-08-01 00:36:00	22.224	5.018
           2020-08-01 00:46:00	22.141	5.013
           2020-08-01 00:56:00	22.074	5.003
           2020-08-01 01:06:00	22.024	4.989
           2020-08-01 01:16:00	21.965	4.984
           2020-08-01 01:26:00	21.898	4.973
           2020-08-01 01:36:00	21.84	4.967
           2020-08-01 01:46:00	21.798	4.95
           2020-08-01 01:56:00	21.723	4.947
           2020-08-01 02:06:00	21.664	4.929
           2020-08-01 02:16:00	21.622	4.916
           2020-08-01 02:26:00	21.581	4.911
           2020-08-01 02:36:00	21.547	4.928
           2020-08-01 02:46:00	21.497	4.954
           2020-08-01 02:56:00	21.447	4.982
           2020-08-01 03:06:00	21.38	5.021
           2020-08-01 03:16:00	21.338	5.051
           2020-08-01 03:26:00	21.288	5.07
           2020-08-01 03:36:00	21.246	5.091
           2020-08-01 03:46:00	21.196	5.114
           2020-08-01 03:56:00	21.162	5.127
           2020-08-01 04:06:00	21.104	5.148
           2020-08-01 04:16:00	21.07	5.163
           2020-08-01 04:26:00	21.029	5.165
           2020-08-01 04:36:00	20.987	5.168
           2020-08-01 04:46:00	20.962	5.177
           2020-08-01 04:56:00	20.912	5.195
           2020-08-01 05:06:00	20.912	5.199
           2020-08-01 05:16:00	20.853	5.212
           2020-08-01 05:26:00	20.82	5.216
           2020-08-01 05:36:00	20.828	5.22
           2020-08-01 05:46:00	20.778	5.225
           2020-08-01 05:56:00	20.761	5.226
           2020-08-01 06:06:00	20.744	5.243
           2020-08-01 06:16:00	20.719	5.27
           2020-08-01 06:26:00	20.677	5.295
           2020-08-01 06:36:00	20.644	5.316
           2020-08-01 06:46:00	20.635	5.328
           2020-08-01 06:56:00	20.61	5.337
           2020-08-01 07:06:00	20.585	5.349
           2020-08-01 07:16:00	20.569	5.368
           2020-08-01 07:26:00	20.577	5.426
           2020-08-01 07:36:00	20.577	5.465
           2020-08-01 07:46:00	20.577	5.52
           2020-08-01 07:56:00	20.594	5.616
           2020-08-01 08:06:00	20.594	5.687
           2020-08-01 08:16:00	20.602	5.767
           2020-08-01 08:26:00	20.635	5.9
           2020-08-01 08:36:00	20.661	6.059
           2020-08-01 08:46:00	20.702	6.175
           2020-08-01 08:56:00	20.694	6.298
           2020-08-01 09:06:00	20.736	6.449
           2020-08-01 09:16:00	20.753	6.566
           2020-08-01 09:26:00	20.811	6.732
           2020-08-01 09:36:00	20.836	6.834
           2020-08-01 09:46:00	20.903	6.958
           2020-08-01 09:56:00	20.953	7.091
           2020-08-01 10:06:00	21.062	7.234
           2020-08-01 10:16:00	21.162	7.363
           2020-08-01 10:26:00	21.288	7.475
           2020-08-01 10:36:00	21.388	7.579
           2020-08-01 10:46:00	21.489	7.663
           2020-08-01 10:56:00	21.606	7.748
           2020-08-01 11:06:00	21.714	7.837
           2020-08-01 11:16:00	21.873	7.932
           2020-08-01 11:26:00	22.032	8.014
           2020-08-01 11:36:00	22.132	8.097
           2020-08-01 11:46:00	22.233	8.097
           2020-08-01 11:56:00	22.375	8.089
           2020-08-01 12:06:00	22.567	8.239
           2020-08-01 12:16:00	22.743	8.292
           2020-08-01 12:26:00	22.944	8.284
           2020-08-01 12:36:00	23.22	8.386
           2020-08-01 12:46:00	23.472	8.412
           2020-08-01 12:56:00	23.723	8.482
           2020-08-01 13:06:00	23.991	8.517
           2020-08-01 13:16:00	24.235	8.56
           2020-08-01 13:26:00	24.428	8.551
           2020-08-01 13:36:00	24.646	8.527
           2020-08-01 13:46:00	24.865	8.57
           2020-08-01 13:56:00	25.008	8.532
           2020-08-01 14:06:00	25.193	8.509
           2020-08-01 14:16:00	25.336	8.464
           2020-08-01 14:26:00	25.437	8.414
           2020-08-01 14:36:00	25.53	8.365
           2020-08-01 14:46:00	25.614	8.332
           2020-08-01 14:56:00	25.682	8.278
           2020-08-01 15:06:00	25.8	8.226
           2020-08-01 15:16:00	25.918	8.181
           2020-08-01 15:26:00	26.053	8.126
           2020-08-01 15:36:00	26.172	8.041
           2020-08-01 15:46:00	26.163	8.044
           2020-08-01 15:56:00	26.399	8.05
